OBJECTID,HVR_RD_TRAIN_REF1,HVR_RD_TRAIN_REF1_COMM,RD_MANAGER,SUBJECT_PREF_RDNAME,LRS_RMACLASS,LOCALITIES,Shape_Length
516,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,LE POIDEVIN ROAD,Municipal Road,WERRIMULL,10025.2491967277
517,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,LEACH ROAD,Municipal Road,TORRITA to WALPEUP,4853.63291988379
518,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,LEERSEN ROAD,Municipal Road,CULLULLERAINE to WERRIMULL,4563.31709445969
519,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,LEITPAR SCHOOL ROAD,Municipal Road,KULWIN,33.3117997759467
520,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,LENNON LANE,Municipal Road,MERINGUR,1024.67122155508
521,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,LEWIS LANEWAY,Municipal Road,OUYEN,384.200842632874
522,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,LEWIS ROAD,Municipal Road,LINGA,2322.11976763525
523,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,LITTLE ROAD,Municipal Road,TEMPY,3660.44350938635
524,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,LITTLEHALES ROAD,Municipal Road,UNDERBOOL to TORRITA,5813.21142656814
525,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,LOCK 10 ROAD,Municipal Road,WARGAN,4992.8292146609
526,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,LOCK 9 ROAD ,Municipal Road,CULLULLERAINE,8618.63168723728
527,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,LOCKETT ROAD,Municipal Road,LINGA,9847.0462922859
528,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,LODERII TRACK,Municipal Road,KOORLONG,64.8289494860784
529,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,LODWICK ROAD,Municipal Road,OUYEN,16044.6334183988
530,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,LOGAN ROAD,Municipal Road,PANITYA to MURRAYVILLE,24371.893771055
531,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,LOWAN TANK ROAD,Municipal Road,WALPEUP,11009.4135225639
532,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,LOXTON ROAD,Municipal Road,MURRAY-SUNSET to OUYEN,6870.1047107563
533,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,LUCARDIE ROAD,Municipal Road,MITTYACK,2253.21892799067
534,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,LUCAS ROAD,Municipal Road,MERRINEE,4325.91983959912
535,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,LUTGE LANE,Municipal Road,MURRAYVILLE,127.894327370653
536,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,LYLE ROAD,Municipal Road,IRAAK,1973.61640140804
537,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,LYNCH ROAD,Municipal Road,MERINGUR,7410.0148419634
538,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,LYNCH ROAD,Municipal Road,UNDERBOOL,5948.10825800967
539,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MACFARLANE LANEWAY,Municipal Road,OUYEN,304.153767591638
540,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MACGREGOR ROAD,Municipal Road,MERINGUR,7406.07016101686
541,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MACS ROAD,Municipal Road,MERRINEE,11157.3681356735
542,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MAGAIN LANE,Municipal Road,KULWIN,1023.66949176434
543,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MAGNUM AVENUE,Municipal Road,CARDROSS,5569.07005270935
544,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MALKIN AVENUE,Municipal Road,UNDERBOOL,65.8511520254018
545,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MALKIN AVENUE ,Municipal Road,UNDERBOOL,1108.80504369989
546,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MAMENGOROOCK ROAD ,Municipal Road,LINGA,1260.71715959952
547,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MAMENGOROOCK ROAD ,Municipal Road,LINGA to UNDERBOOL,4777.08568252226
548,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MANAMBAR ROAD,Municipal Road,COWANGIE to TUTYE,11301.7513956526
549,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MANAMBAR ROAD ,Municipal Road,TUTYE,104.39916761966
550,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MANLEY ROAD ,Municipal Road,OUYEN,6068.8432099899
551,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MARSHALL ROAD ,Municipal Road,OUYEN,13522.5081917205
552,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MARTIN ROAD,Municipal Road,UNDERBOOL,1546.07397320651
553,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MARTIN STREET,Municipal Road,OUYEN,156.057129923759
554,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MATCHETT ROAD,Municipal Road,OUYEN,3881.59419662457
555,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MATTHEWS LANE,Municipal Road,KOORLONG,3442.26552475408
556,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MATTSCHOSS ROAD ,Municipal Road,MERINGUR,958.348461442191
557,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MATULICK LANE,Municipal Road,WERRIMULL,5723.62730997575
558,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MCBAIN LANEWAY,Municipal Road,OUYEN,215.575861183858
559,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MCDONALDS TRACK,Municipal Road,COWANGIE,1999.92728904229
560,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MCEWAN LANE,Municipal Road,CARWARP,3005.48156796364
561,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MCGOUGH ROAD,Municipal Road,COWANGIE,15139.1731391003
562,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MCGREGOR ROAD,Municipal Road,OUYEN,13379.9947391763
563,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MCILVENA ROAD,Municipal Road,OUYEN,5342.28850039404
564,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MCINTOSH ROAD,Municipal Road,TUTYE,1546.19974204502
565,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MCINTYRE ROAD,Municipal Road,OUYEN,2952.01698994758
566,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MCKAY ROAD,Municipal Road,OUYEN,2724.21691397082
567,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MCKNIGHT ROAD,Municipal Road,MERINGUR,13025.6100118528
568,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MCLAREN DRIVE,Municipal Road,COLIGNAN,1905.8296374697
569,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MCNABB LANE,Municipal Road,CARWARP,4110.57490290986
570,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MCSWAIN ROAD,Municipal Road,MERRINEE,11141.9601079599
571,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MCVICAR ROAD,Municipal Road,UNDERBOOL,2409.41783117719
572,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MEAD ROAD,Municipal Road,TORRITA to WALPEUP,12109.5936113281
573,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MEGAW ROAD,Municipal Road,BOINKA,5421.33173309371
574,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MENGLER ROAD,Municipal Road,OUYEN,9545.27331282695
575,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MENZEL LANE,Municipal Road,MURRAYVILLE,165.027895923399
576,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MERIDIAN ACCESS ROAD,Municipal Road,WALPEUP,336.825139301738
577,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MERIDIAN ROAD,Municipal Road,BIG DESERT,4701.38824797772
578,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MERIDIAN ROAD,Municipal Road,KOORLONG to CARWARP,25367.524760179
579,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MERIDIAN ROAD,Municipal Road,MERBEIN SOUTH to KOORLONG,17716.5964190099
580,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MERIDIAN ROAD ,Municipal Road,MURRAY-SUNSET to WALPEUP,18870.6308944123
581,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MERIDIAN ROAD ,Municipal Road,WALPEUP,253.494779083391
582,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MERINGUR SOUTH ROAD ,Municipal Road,MERINGUR,6814.51520223623
583,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MERRETT ROAD,Municipal Road,OUYEN,17569.5773707627
584,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MERRINEE NORTH ROAD,Municipal Road,MERRINEE,13425.1581652574
585,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MERRINEE SOUTH ROAD,Municipal Road,MERRINEE to MURRAY-SUNSET,25297.4789955455
586,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MICKAN ROAD,Municipal Road,PANITYA to CARINA,11751.0631353477
587,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MILDE LANE,Municipal Road,MURRAYVILLE,310.704872712228
588,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MILLERS TRACK,Municipal Road,BIG DESERT,5362.95166207105
589,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MILLEWA ROAD ,Municipal Road,MERINGUR,2322.03559396658
590,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MINIFIE ROAD,Municipal Road,COWANGIE,14309.0232532245
591,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MITCHELL ROAD,Municipal Road,LINGA,1519.65243737292
592,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MITCHELLS BORE EAST ROAD,Municipal Road,MURRAYVILLE,10052.0882088846
593,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MOLE ROAD,Municipal Road,PATCHEWOLLOCK,10037.2011903808
594,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MOLL ROAD,Municipal Road,WERRIMULL,4666.03088198695
595,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MOLONEY ROAD,Municipal Road,PATCHEWOLLOCK,10684.1428536205
596,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MONAGHAN ROAD ,Municipal Road,OUYEN,647.796475776742
597,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MONDALL ROAD,Municipal Road,IRAAK,1975.39332320766
598,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MORKALLA NORTH ROAD ,Municipal Road,MERINGUR,13062.1681836848
599,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MORKALLA SOUTH ROAD,Municipal Road,MERINGUR,58.0434948933969
600,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MORRIS ROAD ,Municipal Road,KOORLONG,413.288253608772
601,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MORRISH ROAD,Municipal Road,,39.1256626491091
602,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MORRISH ROAD,Municipal Road,OUYEN,5359.09631176086
603,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MORRISON PLAIN ROAD,Municipal Road,COWANGIE to TUTYE,3520.89111813445
604,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MORRISON PLAIN ROAD,Municipal Road,MURRAYVILLE to COWANGIE,25319.7266367542
605,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MORRISON ROAD,Municipal Road,BOINKA,15122.5121452751
606,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MOSSOP STREET ,Municipal Road,UNDERBOOL,203.129866837177
607,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MUIR ROAD,Municipal Road,CARWARP,1898.14806899792
608,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MULCRA ROAD,Municipal Road,PANITYA to MURRAYVILLE,24530.2816040265
609,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MUMS LANE,Municipal Road,MERINGUR,651.999097661214
610,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MUNRO ROAD,Municipal Road,OUYEN,10252.0887189334
611,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MUNRO ROAD,Municipal Road,WALPEUP,7239.08458676197
612,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MUNRO ROAD ALT,Municipal Road,WALPEUP,573.834574663362
613,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MURDOCH ROAD,Unknown,BOINKA,626.43877900573
614,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MURPHYS LANE,Municipal Road,MURRAYVILLE,1000.15883827453
615,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MURRAYVILLE-NHILL ROAD ,Municipal Road,MURRAYVILLE to BIG DESERT,4451.71956877875
616,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,MURRAYVILLE NORTH ROAD ,Municipal Road,MURRAYVILLE,17279.7446135245
617,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,NAIRN LANEWAY,Municipal Road,OUYEN,139.04600036691
618,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,NEDS CORNER ROAD,Municipal Road,NEDS CORNER to MERINGUR,16670.2062792811
619,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,NESTOR ROAD,Municipal Road,WALPEUP,4890.67872525783
620,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,NEWMAN ROAD,Municipal Road,KULWIN to MITTYACK,6441.43199494395
621,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,NGALLO BUS ROUTE ROAD,Municipal Road,PANITYA,7145.64184232189
622,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,NGALLO NORTH ROAD,Municipal Road,CARINA,9232.28387148224
623,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,NGALLO ROAD,Municipal Road,PANITYA,7403.64476855707
624,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,NGALLO ROAD,Municipal Road,PANITYA to MURRAYVILLE,17321.7984852784
625,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,NGALLO SOUTH ROAD,Municipal Road,CARINA,17378.1699126108
626,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,NICKOLLS ROAD,Municipal Road,PANITYA,42.4678447414826
627,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,NO 6 BORE ROAD,Municipal Road,MURRAYVILLE,40787.8972435576
628,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,NORTH FIVE CHAIN ROAD,Municipal Road,PANITYA to COWANGIE,45281.4585478064
629,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,NORTH TORNEY ROAD,Municipal Road,PATCHEWOLLOCK,220.98209575501
630,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,NORTH WEST ANGLE ROAD,Municipal Road,CARWARP,16299.2920672149
631,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,NORTH WEST ROAD ,Municipal Road,OUYEN,10679.9716436465
632,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,NOWINGI LINE TRACK,Municipal Road,CARWARP,18688.6091582938
633,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,NOWINGI TRACK,Municipal Road,CARWARP,62.4622083531765
634,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,NOWINGI TRACK,Municipal Road,CARWARP to HATTAH,69.7746442035331
635,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,NULTY LANE,Municipal Road,CARWARP,3903.8384462248
636,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,NUNN ROAD,Municipal Road,MERINGUR,22765.1149982619
637,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,NUNN ROAD,Municipal Road,OUYEN,1347.15768757014
638,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,NYANG SOUTH ROAD ,Municipal Road,TORRITA,10240.2438561949
639,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,OAKLEY LANE,Municipal Road,MURRAYVILLE,200.478687126595
640,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,OCALLAGHAN LANE,Municipal Road,OUYEN,5355.33448860542
641,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,OCONNELL ROAD,Municipal Road,MERINGUR,7507.64825087941
642,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,ODAY ROAD,Municipal Road,WARGAN to MERRINEE,9086.36420801596
643,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,ODEA LANE,Municipal Road,MURRAYVILLE,192.692215799563
644,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,OLD CALDER HIGHWAY,Municipal Road,HATTAH,1488.54090296199
645,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,OLD CALDER HIGHWAY ,Municipal Road,HATTAH,97.8369273267428
646,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,OLD CALDER HIGHWAY ,Municipal Road,OUYEN to HATTAH,22439.4392145914
647,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,OLD MAIL ROAD,Municipal Road,CULLULLERAINE to MERBEIN WEST,59818.8870601148
648,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,OLD MAIL ROAD,Municipal Road,LINDSAY POINT,3079.85845387921
649,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,OLD MAIL ROAD,Municipal Road,LINDSAY POINT to MURRAY-SUNSET,9574.16380873437
650,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,OLD MAIL ROAD,Municipal Road,NEDS CORNER,20239.8074816299
651,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,OLD MAIL ROAD ,Municipal Road,LINDSAY POINT,5778.44153523276
652,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,OLD MAIN ROAD,Municipal Road,COWANGIE to TUTYE,11128.335639446
653,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,OLD OUYEN ROAD,Municipal Road,OUYEN to PATCHEWOLLOCK,12313.5089404173
654,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,OLD OUYEN ROAD,Municipal Road,PATCHEWOLLOCK,2067.82905933192
655,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,OLD STOCK ROUTE ROAD,Municipal Road,TUTYE,1942.94938810013
656,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,OLD WALPEUP ROAD,Municipal Road,WALPEUP,83.6340472261637
657,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,OLD WALPEUP ROAD,Municipal Road,WALPEUP to PATCHEWOLLOCK,27160.1561327477
658,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,OSHANNESSY ROAD,Municipal Road,WALPEUP to OUYEN,9447.15138749579
659,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,OSTERS ROAD,Municipal Road,PANITYA,43.2578068088202
660,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,OUYEN-PATCHEWOLLOCK ROAD,Municipal Road,PATCHEWOLLOCK,108.923896400614
661,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,OVENDEN ROAD,Municipal Road,OUYEN,3028.22228268949
662,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,OWEN ROAD,Municipal Road,MERINGUR,1212.3343953081
663,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,PAIGNIE ROAD,Municipal Road,WALPEUP,5557.42732111528
664,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,PALLARANG ROAD,Municipal Road,COWANGIE,25287.619762169
665,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,PANITYA NORTH ROAD ,Municipal Road,PANITYA,26918.1684697708
666,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,PANITYA SOUTH ROAD,Municipal Road,PANITYA,15389.7803011497
667,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,PARALLEL ROAD,Municipal Road,TORRITA to WALPEUP,14729.599758295
668,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,PARALLEL ROAD ,Municipal Road,WALPEUP to OUYEN,21465.9906534966
669,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,PATCHEWOLLOCK-UNDERBOOL ROAD,Municipal Road,UNDERBOOL to WALPEUP,25901.3033830751
670,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,PATCHING ROAD,Municipal Road,MITTYACK,9166.7041454161
671,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,PEARSON ROAD,Municipal Road,OUYEN,10778.6317741768
672,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,PENDLEBURY ROAD ,Municipal Road,WALPEUP to OUYEN,17494.6790159197
673,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,PENINSULAR TRAIL,Municipal Road,CULLULLERAINE,390.475210812334
674,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,PENINSULAR TRAIL ,Municipal Road,,5260.89592136119
675,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,PENNY ROAD,Municipal Road,OUYEN,5757.74788934255
676,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,PERKINS ROAD,Municipal Road,COWANGIE,4847.41653102348
677,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,PFEIFFER ROAD,Municipal Road,OUYEN,5127.48644238155
678,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,PICKERING ROAD,Municipal Road,KULWIN,3946.5476256212
679,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,PICKERING ROAD,Municipal Road,MERINGUR,6121.43066654655
680,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,PIER MILLAN ROAD,Municipal Road,TEMPY,2498.14664371879
681,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,PIER MILLAN ROAD,Municipal Road,TEMPY to PIER MILAN,90.0503704605514
682,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,PINE PLAINS ROAD,Municipal Road,BIG DESERT to PATCHEWOLLOCK,11012.203078127
683,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,PINE TANK ROAD,Municipal Road,MERINGUR,6446.071604107
684,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,PINK LAKES ROAD ,Municipal Road,LINGA to MURRAY-SUNSET,13956.5525379329
685,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,PIRLTA NORTH ROAD,Municipal Road,MERRINEE,12122.7030488387
686,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,PIRLTA ROAD,Municipal Road,MERRINEE,2762.38769272662
687,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,PIRLTA SOUTH ROAD,Municipal Road,MERRINEE,25840.5734905633
688,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,POHLNER ROAD,Municipal Road,KULWIN,7585.90399582055
689,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,POLE ROAD,Municipal Road,TORRITA,87.8663405654401
690,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,POLE ROAD ,Municipal Road,TORRITA,6919.18868569943
691,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,POOLE ROAD,Municipal Road,OUYEN,9385.69339263925
692,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,POTTER ROAD,Municipal Road,OUYEN,7648.05355077658
693,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,POWELL ROAD,Municipal Road,MITTYACK,4836.61275351498
694,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,PRANGE ROAD,Municipal Road,PIER MILAN to MITTYACK,9021.58779444366
695,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,PRATT ROAD,Municipal Road,MERRINEE,1293.09781775767
696,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,PRESTON ROAD,Municipal Road,MITTYACK,10920.1836078719
697,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,PRYSE LANE,Municipal Road,TORRITA,745.764308711632
698,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,PURDUE ROAD,Municipal Road,,1720.98937469154
699,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,PURDUE ROAD,Municipal Road,COWANGIE,13197.7688160545
700,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,PURNYA ROAD,Municipal Road,LINGA,9047.37328865391
701,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,RED RISE TRACK,Municipal Road,NEDS CORNER,5054.92190343752
702,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,REED ROAD,Municipal Road,COLIGNAN,3707.24850103376
703,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,REGENT DRIVE,Municipal Road,COLIGNAN,979.201746720063
704,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,RENDALL ROAD,Municipal Road,LINGA,313.210087683632
